vin,model,primary_failed_part_capital,primary_failed_part,part_family,mileage_bucket,age_bucket,date,manufacturing_date,model_year,telematics_timestamp,dtc_code,dtc_subsystem,dtc_severity,dtc_recommendation,dtc_explanation,dtc_timestamp,claims_count,repairs_count,recalls_count,predicted_claim_prob,supplier_name,supplier_id,supplier_quality_score,defect_rate,failure_description,current_lat,current_lon,city,dealer_name,dealer_lat,dealer_lon,dealer_distance_km,customer_email,customer_mobile,battery_soc,battery_voltage,battery_temperature,battery_health_status,battery_charge_cycles,battery_degradation_pct,engine_rpm,coolant_temperature,water_pump_speed,oil_pressure,engine_load,engine_health_status,brake_pressure,brake_pad_wear_pct,brake_fluid_level,brake_torque,brake_health_status,ambient_temperature,vehicle_speed,anomaly_type,anomaly_timestamp,anomaly_severity,anomaly_description,anomaly_icon
1N4BGMB1900214,Ariya,Spare Tire,Spare Tire,Tires,10-30k,1-3yr,2025-06-09,2023-06-09,2023,2025-06-09 07:01:48,C1201,Brakes,MEDIUM,Inspect brake system and ABS module,ABS control module has malfunctioned.,2025-06-09 07:01:48,1,1,0,0.0822,Bridgestone Americas,18C7AD62,90,0.1,Tread separation due to manufacturing defect,42.324965,-71.133675,"Boston, MA",Boston Harbor Nissan,42.3701,-71.0489,10.66,bijus.digital.world@gmail.com,+91 9380636750,36.7,311.1,31.4,Critical,198,12.8,604,189.5,1467,37.2,37.6,Warning,31.4,55.8,Normal,105.4,Warning,71.2,0,DTC logged,2025-06-09 07:01:48,WARNING,Diagnostic trouble code C1201 detected,wrench
1N4AAMD1000215,Sentra,Front Tire,Front Tire,Tires,60k+,3-5yr,2025-02-23,2020-03-23,2020,2025-02-23 22:21:41,B1234,Body,CRITICAL,Inspect electrical system and control modules,The Tires system has detected a fault requiring diagnostic attention.,2025-02-23 22:21:41,1,1,0,0.4706,Goodyear Tire & Rubber,819C1E2D,85,0.15,Uneven wear from alignment issues,36.172062,-115.166647,"Las Vegas, NV",United Nissan,36.1799,-115.1298,4.18,bijus.digital.world@gmail.com,+91 9380636750,50.4,11.0,25.5,Critical,435,2.3,663,216.5,1380,46.2,25.9,Warning,29.0,63.6,Normal,106.5,Warning,71.6,25,DTC logged,2025-02-23 22:21:41,WARNING,Diagnostic trouble code B1234 detected,wrench
1N4AAMB1500216,Sentra,Clutch,Clutch,Transmission,30-60k,3-5yr,2025-04-02,2021-02-02,2021,2025-04-02 17:35:38,,,,,,,0,0,0,0.0584,JATCO North America,BD01AAB5,88,0.12,No failure detected,33.69873,-84.459532,"Atlanta, GA",Atlanta South Nissan,33.759,-84.378,11.25,bijus.digital.world@gmail.com,+91 9380636750,92.6,13.3,27.4,Normal,1838,2.8,783,194.6,1615,43.5,13.9,Normal,30.5,22.6,Normal,106.8,Normal,91.4,0,,,,,
1N4AZRK1800217,Leaf,Spare Tire,Spare Tire,Tires,30-60k,1-3yr,2025-06-04,2023-12-04,2023,2025-06-04 20:53:14,,,,,,,0,0,0,0.0856,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,41.875397,-87.692683,"Chicago, IL",Chicago Downtown Nissan,41.8881,-87.6198,8.21,bijus.digital.world@gmail.com,+91 9380636750,84.8,357.2,17.0,Normal,1885,4.6,737,193.0,1589,40.8,22.1,Normal,30.5,22.1,Normal,116.7,Normal,69.2,0,,,,,
1N4AZPA1700218,Leaf,HV Battery,HV Battery,Battery,10-30k,3-5yr,2025-05-29,2021-07-29,2021,2025-05-29 22:54:42,,,,,,,0,0,0,0.4311,LG Energy Solution,A1D0557A,92,0.08,No failure detected,39.864672,-75.245741,"Philadelphia, PA",Philly Metro Nissan,39.9626,-75.1552,14.8,bijus.digital.world@gmail.com,+91 9380636750,95.7,356.3,23.6,Normal,1402,13.5,683,187.6,1502,49.5,15.7,Normal,28.0,28.3,Normal,118.7,Normal,66.4,0,,,,,
1N4AZMD1200219,Leaf,Spare Tire,Spare Tire,Tires,30-60k,1-3yr,2025-02-09,2023-03-09,2023,2025-02-09 03:19:17,,,,,,,0,0,0,0.1528,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,25.763682,-80.152881,"Miami, FL",Miami Beach Nissan,25.7717,-80.1818,3.33,bijus.digital.world@gmail.com,+91 9380636750,69.8,353.5,25.5,Normal,411,14.1,658,193.9,1726,40.3,11.1,Normal,31.6,20.1,Normal,119.5,Normal,54.2,0,,,,,
1N4AAMA1700220,Sentra,Gearbox,Gearbox,Transmission,10-30k,1-3yr,2025-05-09,2022-06-09,2022,2025-05-09 19:29:17,,,,,,,0,0,0,0.0479,Aisin AW North America,4FC24710,80,0.2,No failure detected,45.516281,-122.721823,"Portland, OR",Portland Nissan Center,45.5252,-122.6684,6.01,bijus.digital.world@gmail.com,+91 9380636750,72.7,12.2,24.9,Normal,1967,3.0,713,187.6,1410,41.6,27.0,Normal,29.5,26.0,Normal,100.5,Normal,77.0,0,,,,,
1N4BGRA1200221,Ariya,Torque Converter,Torque Converter,Transmission,10-30k,1-3yr,2025-01-06,2022-02-06,2022,2025-01-06 15:25:08,,,,,,,0,0,0,0.026,Aisin AW North America,4FC24710,80,0.2,No failure detected,45.426371,-122.664166,"Portland, OR",Portland Nissan Center,45.5252,-122.6684,10.98,bijus.digital.world@gmail.com,+91 9380636750,78.4,363.2,27.2,Normal,1833,2.3,717,198.8,1281,33.4,24.0,Normal,30.3,17.3,Normal,114.0,Normal,60.5,0,,,,,
1N4AZMJ1800222,Leaf,Torque Converter,Torque Converter,Transmission,0-10k,<1yr,2025-05-30,2025-02-28,2025,2025-05-30 09:12:28,,,,,,,0,0,0,0.0409,ZF Friedrichshafen NA,67A49191,72,0.28,No failure detected,29.689229,-95.421692,"Houston, TX",Houston Central Nissan,29.7704,-95.3598,11.33,bijus.digital.world@gmail.com,+91 9380636750,81.3,342.2,23.8,Normal,1512,9.3,712,189.9,1457,37.4,29.4,Normal,30.3,23.0,Normal,114.7,Normal,88.3,30,,,,,
1N4BGRB1400223,Ariya,Gearbox,Gearbox,Transmission,30-60k,1-3yr,2025-02-28,2022-03-28,2022,2025-02-28 03:36:26,,,,,,,0,0,0,0.0645,Aisin AW North America,4FC24710,80,0.2,No failure detected,45.480078,-73.580994,"Montreal, QC",Montreal Nissan Centre,45.5117,-73.5573,4.39,bijus.digital.world@gmail.com,+91 9380636750,85.5,384.2,16.2,Normal,136,2.8,704,210.0,1308,40.8,15.1,Normal,28.0,14.5,Normal,120.0,Normal,47.7,20,,,,,
1N4AZPF1600224,Leaf,Brake Rotor,Brake Rotor,Brakes,30-60k,1-3yr,2025-05-13,2023-09-13,2023,2025-05-13 13:20:08,,,,,,,0,0,0,0.0588,Brembo North America,D984E5F8,95,0.05,No failure detected,39.761002,-104.995525,"Denver, CO",Denver Mountain Nissan,39.7492,-104.9803,2.14,bijus.digital.world@gmail.com,+91 9380636750,78.3,313.1,21.5,Critical,1178,2.2,700,188.4,1783,41.1,14.5,Normal,31.5,28.8,Normal,115.3,Normal,89.7,0,,,,,
1N4BGMD1900225,Ariya,Gearbox,Gearbox,Transmission,10-30k,1-3yr,2025-02-18,2022-11-18,2022,2025-02-18 10:02:17,,,,,,,0,0,0,0.054,JATCO North America,BD01AAB5,88,0.12,No failure detected,32.844087,-96.748712,"Dallas, TX",Dallas Central Nissan,32.7867,-96.787,7.66,bijus.digital.world@gmail.com,+91 9380636750,87.7,372.5,22.4,Normal,469,10.1,702,189.8,1638,33.4,16.5,Normal,32.0,27.8,Normal,112.3,Normal,89.5,0,,,,,
1N4AZMF1600226,Leaf,Battery Cable,Battery Cable,Battery,10-30k,1-3yr,2025-02-22,2022-11-22,2022,2025-02-22 23:56:58,P0A80,Battery,CRITICAL,Replace hybrid battery pack,The battery pack is unable to hold sufficient charge and requires replacement.,2025-02-22 23:56:58,0,1,1,0.0622,LG Energy Solution,A1D0557A,92,0.08,Manufacturing defect in battery management system,39.721182,-105.079489,"Denver, CO",Denver Mountain Nissan,39.7492,-104.9803,11.44,bijus.digital.world@gmail.com,+91 9380636750,46.8,309.1,28.9,Critical,295,9.5,815,214.3,1185,36.9,39.1,Warning,30.6,56.0,Normal,117.9,Warning,89.8,15,DTC logged,2025-02-22 23:56:58,WARNING,Diagnostic trouble code P0A80 detected,wrench
1N4BGNJ1800227,Ariya,Rear Tire,Rear Tire,Tires,0-10k,<1yr,2025-06-09,2025-02-09,2025,2025-06-09 08:37:56,C1201,Brakes,MEDIUM,Inspect brake system and ABS module,ABS control module has malfunctioned.,2025-06-09 08:37:56,0,1,0,0.0343,Bridgestone Americas,18C7AD62,90,0.1,Tread separation due to manufacturing defect,45.426565,-73.630543,"Montreal, QC",Montreal Nissan Centre,45.5117,-73.5573,12.47,bijus.digital.world@gmail.com,+91 9380636750,39.6,303.3,38.2,Critical,895,14.3,670,187.7,1092,43.9,30.7,Warning,29.6,56.8,Normal,115.7,Warning,66.6,0,DTC logged,2025-06-09 08:37:56,WARNING,Diagnostic trouble code C1201 detected,wrench
1N4AZNA1100228,Leaf,Brake Pad,Brake Pad,Brakes,0-10k,<1yr,2025-02-09,2024-06-09,2024,2025-02-09 15:06:11,,,,,,,0,0,0,0.1391,Continental Automotive Systems,14B23416,78,0.22,No failure detected,40.004132,-75.104119,"Philadelphia, PA",Philly Metro Nissan,39.9626,-75.1552,7.31,bijus.digital.world@gmail.com,+91 9380636750,76.7,347.2,23.0,Normal,1160,4.0,815,198.8,1319,30.0,12.0,Normal,28.0,28.9,Normal,104.6,Normal,56.8,15,,,,,
1N4BGPB1700229,Ariya,Torque Converter,Torque Converter,Transmission,60k+,5+yr,2025-01-21,2020-01-21,2020,2025-01-21 21:08:51,,,,,,,0,0,0,0.1249,Aisin AW North America,4FC24710,80,0.2,No failure detected,45.549795,-122.69804,"Portland, OR",Portland Nissan Center,45.5252,-122.6684,4.28,bijus.digital.world@gmail.com,+91 9380636750,84.3,375.3,22.3,Normal,1087,12.3,753,195.7,1488,46.1,16.4,Normal,28.0,26.6,Normal,105.1,Normal,66.7,0,,,,,
1N4BGRA1200230,Ariya,Brake Pad,Brake Pad,Brakes,0-10k,1-3yr,2025-01-18,2022-09-18,2022,2025-01-18 14:44:10,,,,,,,0,0,0,0.1806,Brembo North America,D984E5F8,95,0.05,No failure detected,39.676317,-104.929219,"Denver, CO",Denver Mountain Nissan,39.7492,-104.9803,9.88,bijus.digital.world@gmail.com,+91 9380636750,100.0,315.9,23.2,Critical,1477,1.7,829,199.8,1392,44.1,12.9,Normal,32.0,15.5,Normal,117.7,Normal,43.2,0,,,,,
1N4AARB1100231,Sentra,Clutch,Clutch,Transmission,10-30k,<1yr,2025-05-04,2024-09-04,2024,2025-05-04 00:28:39,,,,,,,0,0,0,0.0217,JATCO North America,BD01AAB5,88,0.12,No failure detected,45.491416,-122.645968,"Portland, OR",Portland Nissan Center,45.5252,-122.6684,4.5,bijus.digital.world@gmail.com,+91 9380636750,100.0,12.4,31.6,Normal,1660,8.8,668,189.7,1240,37.2,16.1,Normal,30.4,10.8,Normal,118.2,Normal,61.4,0,,,,,
1N4AZMJ1500232,Leaf,Brake Rotor,Brake Rotor,Brakes,30-60k,1-3yr,2025-02-02,2022-09-02,2022,2025-02-02 21:57:55,C1201,Brakes,MEDIUM,Inspect brake system and ABS module,ABS control module has malfunctioned.,2025-02-02 21:57:55,1,1,0,0.0283,Brembo North America,D984E5F8,95,0.05,Rotor warping due to thermal cycling,40.017105,-75.189885,"Philadelphia, PA",Philly Metro Nissan,39.9626,-75.1552,7.17,bijus.digital.world@gmail.com,+91 9380636750,33.9,305.2,26.7,Critical,918,8.7,705,214.9,1487,37.0,28.2,Warning,26.9,77.9,Low,100.2,Critical,77.0,20,DTC logged,2025-02-02 21:57:55,WARNING,Diagnostic trouble code C1201 detected,wrench
1N4AZNA1000233,Leaf,Spare Tire,Spare Tire,Tires,10-30k,1-3yr,2025-02-17,2022-03-17,2022,2025-02-17 01:32:49,,,,,,,0,0,0,0.0829,Bridgestone Americas,18C7AD62,90,0.1,No failure detected,33.431643,-112.069495,"Phoenix, AZ",Phoenix Valley Nissan,33.4584,-112.064,3.03,bijus.digital.world@gmail.com,+91 9380636750,78.4,366.6,29.9,Normal,363,1.3,785,196.4,1756,48.9,17.3,Normal,32.0,10.6,Normal,106.2,Normal,88.8,0,,,,,
1N4AZMA1700234,Leaf,Spare Tire,Spare Tire,Tires,0-10k,<1yr,2025-04-19,2024-10-19,2024,2025-04-19 22:42:40,,,,,,,0,0,0,0.0726,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,36.111702,-115.176377,"Las Vegas, NV",United Nissan,36.1799,-115.1298,9.17,bijus.digital.world@gmail.com,+91 9380636750,71.3,342.0,25.3,Normal,1381,7.1,786,200.5,1483,39.2,27.4,Normal,30.1,11.9,Normal,110.9,Normal,73.6,10,,,,,
1N4AZRB1800235,Leaf,Front Tire,Front Tire,Tires,10-30k,<1yr,2025-04-11,2025-03-11,2025,2025-04-11 20:12:56,,,,,,,0,0,0,0.0766,Bridgestone Americas,18C7AD62,90,0.1,No failure detected,47.572506,-122.332641,"Seattle, WA",Seattle Pacific Nissan,47.6162,-122.3221,4.99,bijus.digital.world@gmail.com,+91 9380636750,61.8,317.3,21.3,Critical,564,8.3,793,210.0,1502,41.8,20.4,Normal,32.0,18.4,Normal,118.5,Normal,63.0,5,,,,,
1N4AAPB1400236,Sentra,HV Battery,HV Battery,Battery,0-10k,1-3yr,2025-06-12,2022-07-12,2022,2025-06-12 01:10:57,P0A80,Battery,CRITICAL,Replace hybrid battery pack,The battery pack is unable to hold sufficient charge and requires replacement.,2025-06-12 01:10:57,1,1,0,0.3016,LG Energy Solution,A1D0557A,92,0.08,Cell degradation due to thermal stress,40.758566,-74.077712,"New York, NY",Manhattan Nissan Service,40.7228,-74.016,7.92,bijus.digital.world@gmail.com,+91 9380636750,60.1,11.2,34.8,Critical,1365,3.9,1039,193.4,1469,45.7,29.4,Warning,28.2,61.3,Normal,115.1,Warning,72.9,0,DTC logged,2025-06-12 01:10:57,WARNING,Diagnostic trouble code P0A80 detected,wrench
1N4BGRK1800237,Ariya,Brake Caliper,Brake Caliper,Brakes,10-30k,<1yr,2025-04-25,2024-11-25,2024,2025-04-25 19:40:37,,,,,,,0,0,0,0.0461,Akebono Brake Corporation,4AC396F1,82,0.18,No failure detected,32.785349,-96.780784,"Dallas, TX",Dallas Central Nissan,32.7867,-96.787,0.71,bijus.digital.world@gmail.com,+91 9380636750,54.5,333.7,17.8,Normal,1378,2.4,862,183.4,1655,41.2,12.4,Normal,28.0,27.6,Normal,116.6,Normal,82.6,0,,,,,
1N4AZNK1000238,Leaf,Battery Cable,Battery Cable,Battery,10-30k,1-3yr,2025-03-01,2023-07-01,2023,2025-03-01 12:22:07,,,,,,,0,0,0,0.0468,LG Energy Solution,A1D0557A,92,0.08,No failure detected,39.752714,-104.916246,"Denver, CO",Denver Mountain Nissan,39.7492,-104.9803,7.12,bijus.digital.world@gmail.com,+91 9380636750,66.6,357.6,23.2,Normal,554,7.4,784,209.4,1431,30.9,20.4,Normal,29.4,19.9,Normal,105.9,Normal,69.5,15,,,,,
1N4AZMF1100239,Leaf,Gearbox,Gearbox,Transmission,10-30k,1-3yr,2025-02-14,2023-09-14,2023,2025-02-14 12:40:07,,,,,,,0,0,0,0.0498,Aisin AW North America,4FC24710,80,0.2,No failure detected,41.893595,-87.574665,"Chicago, IL",Chicago Downtown Nissan,41.8881,-87.6198,5.05,bijus.digital.world@gmail.com,+91 9380636750,37.8,380.5,24.1,Warning,1351,8.4,661,201.4,1591,35.7,11.1,Normal,31.3,13.8,Normal,114.6,Normal,76.8,0,,,,,
1N4AAMF1800240,Sentra,Spare Tire,Spare Tire,Tires,10-30k,1-3yr,2025-06-05,2024-05-05,2024,2025-06-05 09:53:37,,,,,,,0,0,0,0.0419,Bridgestone Americas,18C7AD62,90,0.1,No failure detected,34.125353,-118.317214,"Los Angeles, CA",LA Metro Nissan Center,34.0622,-118.2337,11.62,bijus.digital.world@gmail.com,+91 9380636750,88.2,11.9,36.6,Critical,648,8.0,729,180.0,1394,50.0,16.4,Normal,31.6,27.4,Normal,114.9,Normal,75.8,15,,,,,
1N4BGPK1200241,Ariya,Brake Caliper,Brake Caliper,Brakes,0-10k,1-3yr,2025-02-02,2024-02-02,2024,2025-02-02 20:34:21,,,,,,,0,0,0,0.0358,Akebono Brake Corporation,4AC396F1,82,0.18,No failure detected,39.785146,-105.028678,"Denver, CO",Denver Mountain Nissan,39.7492,-104.9803,6.69,bijus.digital.world@gmail.com,+91 9380636750,49.3,304.2,23.2,Critical,160,3.8,700,201.0,1711,38.4,18.7,Normal,28.6,18.5,Normal,114.4,Normal,75.0,0,,,,,
1N4BGND1900242,Ariya,Brake Caliper,Brake Caliper,Brakes,10-30k,1-3yr,2025-01-21,2022-12-21,2022,2025-01-21 19:42:39,,,,,,,0,0,0,0.0578,Continental Automotive Systems,14B23416,78,0.22,No failure detected,42.38983,-71.031152,"Boston, MA",Boston Harbor Nissan,42.3701,-71.0489,2.95,bijus.digital.world@gmail.com,+91 9380636750,87.3,376.5,22.1,Normal,755,2.4,852,208.8,1443,42.5,24.9,Normal,29.2,18.0,Normal,108.1,Normal,76.3,20,,,,,
1N4AZMK1500243,Leaf,Battery Cable,Battery Cable,Battery,0-10k,1-3yr,2025-05-13,2022-08-13,2022,2025-05-13 10:01:33,,,,,,,0,0,0,0.0699,LG Energy Solution,A1D0557A,92,0.08,No failure detected,33.381553,-112.151658,"Phoenix, AZ",Phoenix Valley Nissan,33.4584,-112.064,12.94,bijus.digital.world@gmail.com,+91 9380636750,69.2,330.9,16.1,Warning,1180,12.1,798,180.2,1290,43.0,24.3,Normal,29.2,20.8,Normal,114.7,Normal,49.7,0,,,,,
1N4BGNA1000244,Ariya,Brake Rotor,Brake Rotor,Brakes,10-30k,3-5yr,2025-02-18,2021-07-18,2021,2025-02-18 11:21:19,,,,,,,0,0,0,0.0492,Brembo North America,D984E5F8,95,0.05,No failure detected,37.759765,-122.441202,"San Francisco, CA",Bay Area Nissan Service Center,37.7849,-122.4094,4.5,bijus.digital.world@gmail.com,+91 9380636750,83.3,356.3,16.6,Normal,761,8.6,872,191.2,1496,40.6,11.0,Normal,28.6,14.1,Normal,106.3,Normal,94.6,15,,,,,
1N4AANF1900245,Sentra,Brake Caliper,Brake Caliper,Brakes,10-30k,3-5yr,2025-02-16,2020-09-16,2020,2025-02-16 14:58:30,,,,,,,0,0,0,0.0661,Brembo North America,D984E5F8,95,0.05,No failure detected,33.776568,-84.40818,"Atlanta, GA",Atlanta South Nissan,33.759,-84.378,3.88,bijus.digital.world@gmail.com,+91 9380636750,72.7,12.2,21.7,Normal,1547,12.5,705,192.3,1442,40.6,20.9,Normal,29.1,12.2,Normal,100.6,Normal,84.1,0,,,,,
1N4AZNA1900246,Leaf,Brake Pad,Brake Pad,Brakes,10-30k,<1yr,2025-01-11,2024-02-11,2024,2025-01-11 08:41:24,C1203,Brakes,LOW,Inspect brake system and ABS module,The Brakes system has detected a fault requiring diagnostic attention.,2025-01-11 08:41:24,1,1,0,0.2423,Akebono Brake Corporation,4AC396F1,82,0.18,Rotor warping due to thermal cycling,42.415055,-70.974395,"Boston, MA",Boston Harbor Nissan,42.3701,-71.0489,9.66,bijus.digital.world@gmail.com,+91 9380636750,53.2,311.0,30.7,Critical,1450,11.8,1115,209.1,1245,34.2,26.3,Warning,21.4,94.8,Low,106.8,Critical,79.5,20,DTC logged,2025-01-11 08:41:24,INFO,Diagnostic trouble code C1203 detected,wrench
1N4BGMK1900247,Ariya,12V Battery,12V Battery,Battery,10-30k,1-3yr,2025-01-01,2022-12-01,2022,2025-01-01 23:01:31,,,,,,,0,0,0,0.035,Envision AESC,BA98DA71,75,0.25,No failure detected,37.719405,-122.498679,"San Francisco, CA",Bay Area Nissan Service Center,37.7849,-122.4094,12.29,bijus.digital.world@gmail.com,+91 9380636750,73.4,339.9,30.1,Normal,894,0.0,763,205.7,1736,39.2,12.7,Normal,31.8,26.0,Normal,119.6,Normal,76.4,0,,,,,
1N4AARK1600248,Sentra,Torque Converter,Torque Converter,Transmission,0-10k,1-3yr,2025-02-04,2023-10-04,2023,2025-02-04 13:06:28,,,,,,,0,0,0,0.0479,JATCO North America,BD01AAB5,88,0.12,No failure detected,37.806432,-122.413094,"San Francisco, CA",Bay Area Nissan Service Center,37.7849,-122.4094,2.42,bijus.digital.world@gmail.com,+91 9380636750,100.0,12.0,20.8,Critical,502,13.1,819,186.8,1503,39.5,27.8,Normal,31.5,10.8,Normal,119.6,Normal,53.0,5,,,,,
1N4AARK1700249,Sentra,Clutch,Clutch,Transmission,60k+,1-3yr,2025-05-11,2023-03-11,2023,2025-05-11 18:10:49,,,,,,,0,0,0,0.0312,JATCO North America,BD01AAB5,88,0.12,No failure detected,40.643791,-74.03573,"New York, NY",Manhattan Nissan Service,40.7228,-74.016,9.04,bijus.digital.world@gmail.com,+91 9380636750,74.1,11.8,24.6,Critical,255,14.6,677,189.2,1735,43.9,10.5,Normal,30.0,14.8,Normal,101.0,Normal,70.2,0,,,,,
1N4BGRA1800250,Ariya,Torque Converter,Torque Converter,Transmission,10-30k,1-3yr,2025-05-16,2023-11-16,2023,2025-05-16 05:41:52,,,,,,,0,0,0,0.01,JATCO North America,BD01AAB5,88,0.12,No failure detected,29.841301,-95.286196,"Houston, TX",Houston Central Nissan,29.7704,-95.3598,11.34,bijus.digital.world@gmail.com,+91 9380636750,84.2,348.7,23.9,Normal,1158,11.1,810,193.0,1562,47.3,29.0,Normal,29.4,28.0,Normal,104.4,Normal,77.0,5,,,,,
1N4AZNA1500251,Leaf,Rear Tire,Rear Tire,Tires,10-30k,1-3yr,2025-04-06,2022-12-06,2022,2025-04-06 11:54:55,,,,,,,0,0,0,0.1055,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,47.674128,-122.269217,"Seattle, WA",Seattle Pacific Nissan,47.6162,-122.3221,8.71,bijus.digital.world@gmail.com,+91 9380636750,92.0,346.4,17.1,Normal,495,12.3,884,203.9,1622,40.6,12.5,Normal,28.0,28.4,Normal,114.2,Normal,52.8,0,,,,,
1N4AAMB1200252,Sentra,Front Tire,Front Tire,Tires,30-60k,1-3yr,2025-03-06,2023-10-06,2023,2025-03-06 17:48:47,,,,,,,0,0,0,0.2032,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,32.795259,-96.788532,"Dallas, TX",Dallas Central Nissan,32.7867,-96.787,0.97,bijus.digital.world@gmail.com,+91 9380636750,100.0,11.9,20.7,Critical,162,1.4,699,184.2,1445,41.6,16.9,Normal,28.0,28.5,Normal,118.5,Normal,46.2,0,,,,,
1N4AANJ1100253,Sentra,Torque Converter,Torque Converter,Transmission,10-30k,1-3yr,2025-02-16,2024-02-16,2024,2025-02-16 19:34:52,P0731,Transmission,HIGH,Inspect transmission fluid and transmission control module,The Transmission system has detected a fault requiring diagnostic attention.,2025-02-16 19:34:52,0,0,1,0.045,Aisin AW North America,4FC24710,80,0.2,Clutch pack degradation from thermal stress,36.186477,-115.206286,"Las Vegas, NV",United Nissan,36.1799,-115.1298,8.52,bijus.digital.world@gmail.com,+91 9380636750,55.3,11.1,35.8,Critical,993,2.9,681,203.6,1315,40.4,39.9,Warning,29.8,50.2,Normal,101.6,Warning,62.3,0,DTC logged,2025-02-16 19:34:52,WARNING,Diagnostic trouble code P0731 detected,wrench
1N4BGND1000254,Ariya,Torque Converter,Torque Converter,Transmission,0-10k,<1yr,2025-03-03,2024-06-03,2024,2025-03-03 03:00:28,,,,,,,0,0,0,0.0501,JATCO North America,BD01AAB5,88,0.12,No failure detected,49.276033,-123.193493,"Vancouver, BC",Vancouver Nissan Service,49.2927,-123.1107,9.37,bijus.digital.world@gmail.com,+91 9380636750,64.3,337.9,17.0,Normal,1336,6.5,732,207.8,1209,44.8,25.0,Normal,28.8,13.4,Normal,117.6,Normal,59.1,20,,,,,
1N4BGPJ1700255,Ariya,Battery Cable,Battery Cable,Battery,10-30k,3-5yr,2025-02-10,2020-11-10,2020,2025-02-10 17:42:15,,,,,,,0,0,0,0.0365,Envision AESC,BA98DA71,75,0.25,No failure detected,33.432724,-112.06373,"Phoenix, AZ",Phoenix Valley Nissan,33.4584,-112.064,2.85,bijus.digital.world@gmail.com,+91 9380636750,80.0,345.9,19.5,Normal,152,4.0,718,200.5,1410,41.9,18.5,Normal,29.1,26.2,Normal,101.6,Normal,61.5,10,,,,,
1N4AARJ1400256,Sentra,Torque Converter,Torque Converter,Transmission,10-30k,1-3yr,2025-03-28,2022-10-28,2022,2025-03-28 13:46:14,,,,,,,0,0,0,0.01,Aisin AW North America,4FC24710,80,0.2,No failure detected,45.541146,-122.606688,"Portland, OR",Portland Nissan Center,45.5252,-122.6684,7.07,bijus.digital.world@gmail.com,+91 9380636750,78.8,12.6,22.0,Normal,114,10.6,881,195.3,1210,35.3,12.9,Normal,30.8,23.3,Normal,116.8,Normal,67.2,0,,,,,
1N4AZRB1600257,Leaf,Clutch,Clutch,Transmission,10-30k,1-3yr,2025-01-04,2023-07-04,2023,2025-01-04 11:19:01,,,,,,,0,0,0,0.01,JATCO North America,BD01AAB5,88,0.12,No failure detected,25.702601,-80.152701,"Miami, FL",Miami Beach Nissan,25.7717,-80.1818,8.32,bijus.digital.world@gmail.com,+91 9380636750,82.7,380.1,15.9,Normal,1693,2.2,746,204.0,1293,35.5,15.7,Normal,30.9,29.6,Normal,103.3,Normal,72.4,0,,,,,
1N4AZNJ1100258,Leaf,Front Tire,Front Tire,Tires,0-10k,<1yr,2025-04-05,2025-03-05,2025,2025-04-05 10:09:21,,,,,,,0,0,0,0.0575,Bridgestone Americas,18C7AD62,90,0.1,No failure detected,47.67575,-122.404352,"Seattle, WA",Seattle Pacific Nissan,47.6162,-122.3221,11.27,bijus.digital.world@gmail.com,+91 9380636750,66.2,336.5,20.0,Normal,1480,14.5,850,180.5,1696,40.4,11.2,Normal,30.0,11.7,Normal,110.8,Normal,89.2,20,,,,,
1N4AZPD1600259,Leaf,Brake Pad,Brake Pad,Brakes,0-10k,5+yr,2025-04-04,2018-05-27,2018,2025-04-04 11:57:15,,,,,,,0,0,0,0.3241,Brembo North America,D984E5F8,95,0.05,No failure detected,34.043912,-118.277574,"Los Angeles, CA",LA Metro Nissan Center,34.0622,-118.2337,5.28,bijus.digital.world@gmail.com,+91 9380636750,61.2,362.1,15.8,Normal,1120,5.5,801,180.7,1673,41.5,19.2,Normal,30.3,27.4,Normal,107.3,Normal,58.7,0,,,,,
1N4BGRD1000260,Ariya,Spare Tire,Spare Tire,Tires,10-30k,1-3yr,2025-04-20,2022-08-20,2022,2025-04-20 21:24:41,,,,,,,0,0,0,0.0592,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,45.541326,-122.762184,"Portland, OR",Portland Nissan Center,45.5252,-122.6684,10.56,bijus.digital.world@gmail.com,+91 9380636750,62.1,338.7,23.0,Normal,1039,12.8,652,195.9,1205,37.7,18.6,Normal,30.7,15.3,Normal,102.8,Normal,57.4,15,,,,,
1N4AARB1700261,Sentra,Gearbox,Gearbox,Transmission,10-30k,1-3yr,2025-03-12,2023-10-12,2023,2025-03-12 04:21:44,,,,,,,0,0,0,0.0405,ZF Friedrichshafen NA,67A49191,72,0.28,No failure detected,45.435754,-73.589282,"Montreal, QC",Montreal Nissan Centre,45.5117,-73.5573,9.15,bijus.digital.world@gmail.com,+91 9380636750,99.8,13.1,27.4,Normal,431,7.3,866,187.6,1498,34.9,10.3,Normal,28.6,21.3,Normal,105.9,Normal,70.2,5,,,,,
