vin,model,primary_failed_part_capital,primary_failed_part,part_family,mileage_bucket,age_bucket,date,manufacturing_date,dtc_code,claims_count,repairs_count,recalls_count,predicted_claim_prob,supplier_name,supplier_id,supplier_quality_score,defect_rate,failure_description,current_lat,current_lon,city,dealer_name,dealer_lat,dealer_lon,dealer_distance_km,customer_email,customer_mobile
1N4AAPA1200584,Sentra,Front Tire,Front Tire,Tires,0-10k,<1yr,2025-01-30,2024-07-30,,0,0,0,0.0777,Bridgestone Americas,18C7AD62,90,0.1,No failure detected,40.709737,-74.073748,"New York, NY",Manhattan Nissan Service,40.7228,-74.016,6.57,bijus.digital.world@gmail.com,+91 9380636750
1N4BGMD1900585,Ariya,Brake Rotor,Brake Rotor,Brakes,10-30k,1-3yr,2025-02-11,2023-06-11,,0,0,0,0.0262,Brembo North America,D984E5F8,95,0.05,No failure detected,47.582056,-122.314623,"Seattle, WA",Seattle Pacific Nissan,47.6162,-122.3221,3.88,bijus.digital.world@gmail.com,+91 9380636750
1N4AZPK1900586,Leaf,Battery Cable,Battery Cable,Battery,30-60k,3-5yr,2025-03-08,2021-02-08,,0,0,0,0.0619,LG Energy Solution,A1D0557A,92,0.08,No failure detected,33.415067,-111.98427,"Phoenix, AZ",Phoenix Valley Nissan,33.4584,-112.064,10.07,bijus.digital.world@gmail.com,+91 9380636750
1N4BGNA1700587,Ariya,Brake Pad,Brake Pad,Brakes,0-10k,<1yr,2025-04-01,2024-12-01,,0,0,0,0.1615,Continental Automotive Systems,14B23416,78,0.22,No failure detected,29.767427,-95.376106,"Houston, TX",Houston Central Nissan,29.7704,-95.3598,1.84,bijus.digital.world@gmail.com,+91 9380636750
1N4AZRF1300588,Leaf,12V Battery,12V Battery,Battery,30-60k,5+yr,2025-05-21,2018-06-21,,0,0,0,0.073,LG Energy Solution,A1D0557A,92,0.08,No failure detected,25.784943,-80.130359,"Miami, FL",Miami Beach Nissan,25.7717,-80.1818,5.9,bijus.digital.world@gmail.com,+91 9380636750
1N4BGRF1500589,Ariya,HV Battery,HV Battery,Battery,10-30k,1-3yr,2025-02-21,2024-02-21,,0,0,0,0.3465,AESC (Automotive Energy Supply),97330D39,88,0.12,No failure detected,37.716341,-122.425886,"San Francisco, CA",Bay Area Nissan Service Center,37.7849,-122.4094,7.83,bijus.digital.world@gmail.com,+91 9380636750
1N4AZNA1300590,Leaf,HV Battery,HV Battery,Battery,0-10k,1-3yr,2025-03-23,2023-05-23,P0563,1,0,0,0.2545,Envision AESC,BA98DA71,75,0.25,Connector corrosion causing intermittent power loss,42.301001,-70.976558,"Boston, MA",Boston Harbor Nissan,42.3701,-71.0489,11.1,bijus.digital.world@gmail.com,+91 9380636750
1N4AANA1100591,Sentra,HV Battery,HV Battery,Battery,0-10k,1-3yr,2025-02-18,2023-07-18,P0A80,1,1,0,0.2507,LG Energy Solution,A1D0557A,92,0.08,Cell degradation due to thermal stress,42.284424,-70.981603,"Boston, MA",Boston Harbor Nissan,42.3701,-71.0489,12.09,bijus.digital.world@gmail.com,+91 9380636750
1N4BGNA1600592,Ariya,Torque Converter,Torque Converter,Transmission,0-10k,1-3yr,2025-05-27,2023-08-27,P0741,0,0,1,0.0137,ZF Friedrichshafen NA,67A49191,72,0.28,Clutch pack degradation from thermal stress,37.857783,-122.456517,"San Francisco, CA",Bay Area Nissan Service Center,37.7849,-122.4094,9.63,bijus.digital.world@gmail.com,+91 9380636750
1N4BGPD1200593,Ariya,12V Battery,12V Battery,Battery,0-10k,<1yr,2025-03-17,2024-08-17,,0,0,0,0.0288,Envision AESC,BA98DA71,75,0.25,No failure detected,37.726251,-122.37904,"San Francisco, CA",Bay Area Nissan Service Center,37.7849,-122.4094,7.33,bijus.digital.world@gmail.com,+91 9380636750
1N4AZRK1100594,Leaf,Brake Caliper,Brake Caliper,Brakes,30-60k,3-5yr,2025-03-06,2021-12-06,,0,0,0,0.1228,Akebono Brake Corporation,4AC396F1,82,0.18,No failure detected,25.7417,-80.127836,"Miami, FL",Miami Beach Nissan,25.7717,-80.1818,6.85,bijus.digital.world@gmail.com,+91 9380636750
1N4AZPB1300595,Leaf,Brake Caliper,Brake Caliper,Brakes,60k+,5+yr,2025-04-02,2018-08-27,,0,0,0,0.2266,Akebono Brake Corporation,4AC396F1,82,0.18,No failure detected,39.876564,-75.250786,"Philadelphia, PA",Philly Metro Nissan,39.9626,-75.1552,14.27,bijus.digital.world@gmail.com,+91 9380636750
1N4BGRF1300596,Ariya,Brake Rotor,Brake Rotor,Brakes,10-30k,3-5yr,2025-05-21,2020-06-21,,0,0,0,0.018,Akebono Brake Corporation,4AC396F1,82,0.18,No failure detected,39.818299,-105.017327,"Denver, CO",Denver Mountain Nissan,39.7492,-104.9803,8.7,bijus.digital.world@gmail.com,+91 9380636750
1N4BGRF1300597,Ariya,Spare Tire,Spare Tire,Tires,60k+,1-3yr,2025-02-08,2022-03-08,C1201,1,0,0,0.1873,Bridgestone Americas,18C7AD62,90,0.1,Tread separation due to manufacturing defect,43.670317,-79.429867,"Toronto, ON",Toronto Nissan Centre,43.6632,-79.3732,6.34,bijus.digital.world@gmail.com,+91 9380636750
1N4BGMK1700598,Ariya,Battery Cable,Battery Cable,Battery,60k+,5+yr,2025-03-23,2020-03-23,P0A7F,0,1,0,0.1891,AESC (Automotive Energy Supply),97330D39,88,0.12,Manufacturing defect in battery management system,37.737603,-122.343184,"San Francisco, CA",Bay Area Nissan Service Center,37.7849,-122.4094,9.03,bijus.digital.world@gmail.com,+91 9380636750
1N4AZRA1300599,Leaf,Brake Pad,Brake Pad,Brakes,10-30k,<1yr,2025-01-19,2024-07-19,,0,0,0,0.1695,Brembo North America,D984E5F8,95,0.05,No failure detected,39.666587,-104.945255,"Denver, CO",Denver Mountain Nissan,39.7492,-104.9803,9.96,bijus.digital.world@gmail.com,+91 9380636750
1N4BGRA1800600,Ariya,Clutch,Clutch,Transmission,0-10k,<1yr,2025-01-14,2024-12-14,,0,0,0,0.01,Aisin AW North America,4FC24710,80,0.2,No failure detected,33.370382,-112.021207,"Phoenix, AZ",Phoenix Valley Nissan,33.4584,-112.064,10.86,bijus.digital.world@gmail.com,+91 9380636750
1N4AAMA1700601,Sentra,Rear Tire,Rear Tire,Tires,0-10k,<1yr,2025-02-13,2025-01-13,,0,0,0,0.0753,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,45.57125,-73.559372,"Montreal, QC",Montreal Nissan Centre,45.5117,-73.5573,6.61,bijus.digital.world@gmail.com,+91 9380636750
1N4AAPB1100602,Sentra,Brake Caliper,Brake Caliper,Brakes,0-10k,<1yr,2025-02-20,2025-01-20,,0,0,0,0.0417,Akebono Brake Corporation,4AC396F1,82,0.18,No failure detected,40.786133,-73.992306,"New York, NY",Manhattan Nissan Service,40.7228,-74.016,7.51,bijus.digital.world@gmail.com,+91 9380636750
1N4BGPD1900603,Ariya,Clutch,Clutch,Transmission,0-10k,<1yr,2025-02-27,2024-07-27,P0700,0,1,0,0.0209,ZF Friedrichshafen NA,67A49191,72,0.28,Solenoid valve sticking causing shift delays,39.980888,-75.101596,"Philadelphia, PA",Philly Metro Nissan,39.9626,-75.1552,6.29,bijus.digital.world@gmail.com,+91 9380636750
1N4AZND1600604,Leaf,HV Battery,HV Battery,Battery,10-30k,3-5yr,2025-02-18,2022-02-18,B1235,1,1,0,0.4822,Envision AESC,BA98DA71,75,0.25,Premature capacity loss from charging cycle wear,43.615362,-79.381759,"Toronto, ON",Toronto Nissan Centre,43.6632,-79.3732,5.39,bijus.digital.world@gmail.com,+91 9380636750
1N4AZPF1000605,Leaf,Battery Cable,Battery Cable,Battery,0-10k,1-3yr,2025-03-28,2024-01-28,,0,0,0,0.0464,AESC (Automotive Energy Supply),97330D39,88,0.12,No failure detected,47.610344,-122.264172,"Seattle, WA",Seattle Pacific Nissan,47.6162,-122.3221,6.46,bijus.digital.world@gmail.com,+91 9380636750
1N4BGMD1800606,Ariya,Rear Tire,Rear Tire,Tires,30-60k,5+yr,2025-06-14,2019-11-14,,0,0,0,0.2399,Bridgestone Americas,18C7AD62,90,0.1,No failure detected,29.77013,-95.387638,"Houston, TX",Houston Central Nissan,29.7704,-95.3598,3.09,bijus.digital.world@gmail.com,+91 9380636750
1N4AZND1400607,Leaf,Brake Caliper,Brake Caliper,Brakes,10-30k,5+yr,2025-01-14,2018-07-14,,0,0,0,0.0919,Brembo North America,D984E5F8,95,0.05,No failure detected,45.504223,-73.554687,"Montreal, QC",Montreal Nissan Centre,45.5117,-73.5573,0.88,bijus.digital.world@gmail.com,+91 9380636750
1N4AANA1800608,Sentra,12V Battery,12V Battery,Battery,0-10k,<1yr,2025-01-06,2024-09-06,,0,0,0,0.0197,Envision AESC,BA98DA71,75,0.25,No failure detected,25.719358,-80.260449,"Miami, FL",Miami Beach Nissan,25.7717,-80.1818,10.49,bijus.digital.world@gmail.com,+91 9380636750
1N4AZMK1700609,Leaf,12V Battery,12V Battery,Battery,0-10k,1-3yr,2025-06-19,2022-09-19,,0,0,0,0.0376,LG Energy Solution,A1D0557A,92,0.08,No failure detected,45.551056,-122.612634,"Portland, OR",Portland Nissan Center,45.5252,-122.6684,6.82,bijus.digital.world@gmail.com,+91 9380636750
1N4BGPB1100610,Ariya,HV Battery,HV Battery,Battery,10-30k,3-5yr,2025-01-16,2020-06-16,P0A7F,0,1,0,0.5299,AESC (Automotive Energy Supply),97330D39,88,0.12,Cell degradation due to thermal stress,45.499358,-73.485678,"Montreal, QC",Montreal Nissan Centre,45.5117,-73.5573,8.07,bijus.digital.world@gmail.com,+91 9380636750
1N4AZPD1400611,Leaf,Rear Tire,Rear Tire,Tires,30-60k,<1yr,2025-03-17,2024-08-17,,0,0,0,0.1331,Bridgestone Americas,18C7AD62,90,0.1,No failure detected,33.804676,-84.413586,"Atlanta, GA",Atlanta South Nissan,33.759,-84.378,6.43,bijus.digital.world@gmail.com,+91 9380636750
1N4AANA1600612,Sentra,Gearbox,Gearbox,Transmission,30-60k,1-3yr,2025-06-20,2022-07-20,,0,0,0,0.0833,Aisin AW North America,4FC24710,80,0.2,No failure detected,40.016384,-75.196011,"Philadelphia, PA",Philly Metro Nissan,39.9626,-75.1552,7.49,bijus.digital.world@gmail.com,+91 9380636750
1N4BGPJ1000613,Ariya,Front Tire,Front Tire,Tires,10-30k,1-3yr,2025-05-22,2023-01-22,,0,0,0,0.1004,Bridgestone Americas,18C7AD62,90,0.1,No failure detected,33.797108,-84.350342,"Atlanta, GA",Atlanta South Nissan,33.759,-84.378,5.23,bijus.digital.world@gmail.com,+91 9380636750
1N4AZPD1700614,Leaf,Gearbox,Gearbox,Transmission,30-60k,3-5yr,2025-02-04,2022-02-04,,0,0,0,0.0968,JATCO North America,BD01AAB5,88,0.12,No failure detected,29.841121,-95.357548,"Houston, TX",Houston Central Nissan,29.7704,-95.3598,7.85,bijus.digital.world@gmail.com,+91 9380636750
1N4AZRJ1000615,Leaf,Front Tire,Front Tire,Tires,60k+,3-5yr,2025-02-27,2021-05-27,,0,0,0,0.4786,Bridgestone Americas,18C7AD62,90,0.1,No failure detected,33.504256,-112.021568,"Phoenix, AZ",Phoenix Valley Nissan,33.4584,-112.064,6.93,bijus.digital.world@gmail.com,+91 9380636750
1N4AZND1100616,Leaf,Brake Pad,Brake Pad,Brakes,30-60k,5+yr,2025-01-18,2018-05-29,P0500,1,0,0,0.649,Continental Automotive Systems,14B23416,78,0.22,ABS sensor malfunction,49.20306,-123.137637,"Vancouver, BC",Vancouver Nissan Service,49.2927,-123.1107,10.39,bijus.digital.world@gmail.com,+91 9380636750
1N4BGNB1600617,Ariya,Gearbox,Gearbox,Transmission,10-30k,<1yr,2025-05-15,2024-07-15,,0,0,0,0.0443,Aisin AW North America,4FC24710,80,0.2,No failure detected,34.038867,-118.327844,"Los Angeles, CA",LA Metro Nissan Center,34.0622,-118.2337,10.77,bijus.digital.world@gmail.com,+91 9380636750
1N4AZNA1700618,Leaf,HV Battery,HV Battery,Battery,0-10k,5+yr,2025-02-15,2020-02-15,,0,0,0,0.5556,AESC (Automotive Energy Supply),97330D39,88,0.12,No failure detected,47.531605,-122.285073,"Seattle, WA",Seattle Pacific Nissan,47.6162,-122.3221,10.25,bijus.digital.world@gmail.com,+91 9380636750
1N4BGNF1300619,Ariya,Front Tire,Front Tire,Tires,10-30k,<1yr,2025-03-18,2024-09-18,,0,0,0,0.1368,Bridgestone Americas,18C7AD62,90,0.1,No failure detected,47.635389,-122.380568,"Seattle, WA",Seattle Pacific Nissan,47.6162,-122.3221,6.83,bijus.digital.world@gmail.com,+91 9380636750
1N4AZNB1000620,Leaf,12V Battery,12V Battery,Battery,30-60k,3-5yr,2025-06-28,2020-07-28,,0,0,0,0.0872,LG Energy Solution,A1D0557A,92,0.08,No failure detected,36.101432,-115.155656,"Las Vegas, NV",United Nissan,36.1799,-115.1298,9.17,bijus.digital.world@gmail.com,+91 9380636750
1N4AAPB1100621,Sentra,Torque Converter,Torque Converter,Transmission,0-10k,1-3yr,2025-02-27,2024-02-27,,0,0,0,0.0357,Aisin AW North America,4FC24710,80,0.2,No failure detected,40.680187,-74.063658,"New York, NY",Manhattan Nissan Service,40.7228,-74.016,7.1,bijus.digital.world@gmail.com,+91 9380636750
1N4AZMA1700622,Leaf,Brake Rotor,Brake Rotor,Brakes,0-10k,1-3yr,2025-02-18,2023-12-18,,0,0,0,0.025,Brembo North America,D984E5F8,95,0.05,No failure detected,25.765484,-80.276124,"Miami, FL",Miami Beach Nissan,25.7717,-80.1818,10.49,bijus.digital.world@gmail.com,+91 9380636750
1N4AANA1400623,Sentra,HV Battery,HV Battery,Battery,10-30k,1-3yr,2025-05-15,2024-05-15,B1234,1,1,0,0.2775,AESC (Automotive Energy Supply),97330D39,88,0.12,Manufacturing defect in battery management system,37.858143,-122.466247,"San Francisco, CA",Bay Area Nissan Service Center,37.7849,-122.4094,10.29,bijus.digital.world@gmail.com,+91 9380636750
1N4BGNB1000624,Ariya,Brake Pad,Brake Pad,Brakes,0-10k,<1yr,2025-04-01,2024-08-01,,0,0,0,0.1513,Continental Automotive Systems,14B23416,78,0.22,No failure detected,39.683344,-104.912102,"Denver, CO",Denver Mountain Nissan,39.7492,-104.9803,10.52,bijus.digital.world@gmail.com,+91 9380636750
1N4BGMB1800625,Ariya,Front Tire,Front Tire,Tires,60k+,3-5yr,2025-03-03,2022-03-03,C1710,1,1,0,0.4195,Goodyear Tire & Rubber,819C1E2D,85,0.15,Sidewall cracking from UV exposure,25.687286,-80.236665,"Miami, FL",Miami Beach Nissan,25.7717,-80.1818,11.18,bijus.digital.world@gmail.com,+91 9380636750
1N4BGNF1300626,Ariya,Gearbox,Gearbox,Transmission,60k+,3-5yr,2025-04-04,2021-07-04,,0,0,0,0.19,ZF Friedrichshafen NA,67A49191,72,0.28,No failure detected,47.611245,-122.420568,"Seattle, WA",Seattle Pacific Nissan,47.6162,-122.3221,10.94,bijus.digital.world@gmail.com,+91 9380636750
1N4BGPD1300627,Ariya,12V Battery,12V Battery,Battery,30-60k,3-5yr,2025-05-02,2020-06-02,,0,0,0,0.092,AESC (Automotive Energy Supply),97330D39,88,0.12,No failure detected,39.698659,-105.00021,"Denver, CO",Denver Mountain Nissan,39.7492,-104.9803,6.03,bijus.digital.world@gmail.com,+91 9380636750
1N4BGRD1700628,Ariya,12V Battery,12V Battery,Battery,30-60k,3-5yr,2025-04-01,2021-09-01,,0,0,0,0.0749,LG Energy Solution,A1D0557A,92,0.08,No failure detected,25.694493,-80.2118,"Miami, FL",Miami Beach Nissan,25.7717,-80.1818,9.19,bijus.digital.world@gmail.com,+91 9380636750
1N4AAPK1300629,Sentra,Battery Cable,Battery Cable,Battery,10-30k,<1yr,2025-03-26,2024-12-26,,0,0,0,0.0264,Envision AESC,BA98DA71,75,0.25,No failure detected,42.389469,-71.056918,"Boston, MA",Boston Harbor Nissan,42.3701,-71.0489,2.33,bijus.digital.world@gmail.com,+91 9380636750
1N4AANB1500630,Sentra,Spare Tire,Spare Tire,Tires,0-10k,<1yr,2025-01-02,2024-06-02,,0,0,0,0.0873,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,39.979447,-75.168623,"Philadelphia, PA",Philly Metro Nissan,39.9626,-75.1552,2.39,bijus.digital.world@gmail.com,+91 9380636750
1N4BGRA1500631,Ariya,Battery Cable,Battery Cable,Battery,10-30k,1-3yr,2025-01-28,2023-01-28,,0,0,0,0.0668,LG Energy Solution,A1D0557A,92,0.08,No failure detected,47.671786,-122.383091,"Seattle, WA",Seattle Pacific Nissan,47.6162,-122.3221,9.16,bijus.digital.world@gmail.com,+91 9380636750
1N4AZRA1000632,Leaf,Torque Converter,Torque Converter,Transmission,10-30k,1-3yr,2025-03-26,2022-08-26,,0,0,0,0.0594,JATCO North America,BD01AAB5,88,0.12,No failure detected,45.538443,-122.74813,"Portland, OR",Portland Nissan Center,45.5252,-122.6684,8.97,bijus.digital.world@gmail.com,+91 9380636750
1N4AANJ1600633,Sentra,Gearbox,Gearbox,Transmission,0-10k,<1yr,2025-01-10,2024-02-10,,0,0,0,0.0174,Aisin AW North America,4FC24710,80,0.2,No failure detected,33.966614,-118.160817,"Los Angeles, CA",LA Metro Nissan Center,34.0622,-118.2337,13.34,bijus.digital.world@gmail.com,+91 9380636750
1N4AZMA1000634,Leaf,Front Tire,Front Tire,Tires,30-60k,3-5yr,2025-04-02,2021-07-02,,0,0,0,0.2801,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,49.325583,-123.171691,"Vancouver, BC",Vancouver Nissan Service,49.2927,-123.1107,7.69,bijus.digital.world@gmail.com,+91 9380636750
1N4AAPF1300635,Sentra,Brake Caliper,Brake Caliper,Brakes,30-60k,3-5yr,2025-02-14,2021-12-14,C1201,0,1,0,0.1196,Brembo North America,D984E5F8,95,0.05,Pad material decomposition from excessive heat,36.184675,-115.194575,"Las Vegas, NV",United Nissan,36.1799,-115.1298,7.21,bijus.digital.world@gmail.com,+91 9380636750
1N4AANK1400636,Sentra,Spare Tire,Spare Tire,Tires,0-10k,<1yr,2025-04-16,2024-05-16,,0,0,0,0.0672,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,40.713701,-74.033027,"New York, NY",Manhattan Nissan Service,40.7228,-74.016,2.14,bijus.digital.world@gmail.com,+91 9380636750
1N4BGPJ1300637,Ariya,Front Tire,Front Tire,Tires,10-30k,1-3yr,2025-06-05,2022-09-05,B1234,1,0,0,0.1458,Goodyear Tire & Rubber,819C1E2D,85,0.15,Sidewall cracking from UV exposure,45.47197,-73.489282,"Montreal, QC",Montreal Nissan Centre,45.5117,-73.5573,8.74,bijus.digital.world@gmail.com,+91 9380636750
1N4AZRD1700638,Leaf,12V Battery,12V Battery,Battery,30-60k,1-3yr,2025-04-17,2022-05-17,,0,0,0,0.0333,AESC (Automotive Energy Supply),97330D39,88,0.12,No failure detected,36.182332,-115.217998,"Las Vegas, NV",United Nissan,36.1799,-115.1298,9.79,bijus.digital.world@gmail.com,+91 9380636750
1N4AAMA1900639,Sentra,Rear Tire,Rear Tire,Tires,0-10k,<1yr,2025-02-19,2024-07-19,,0,0,0,0.0654,Bridgestone Americas,18C7AD62,90,0.1,No failure detected,45.435574,-73.628201,"Montreal, QC",Montreal Nissan Centre,45.5117,-73.5573,11.55,bijus.digital.world@gmail.com,+91 9380636750
1N4AARA1500640,Sentra,Front Tire,Front Tire,Tires,0-10k,<1yr,2025-06-07,2025-05-07,,0,0,0,0.0762,Bridgestone Americas,18C7AD62,90,0.1,No failure detected,40.784151,-73.948703,"New York, NY",Manhattan Nissan Service,40.7228,-74.016,10.11,bijus.digital.world@gmail.com,+91 9380636750
1N4BGPK1500641,Ariya,Brake Pad,Brake Pad,Brakes,10-30k,5+yr,2025-06-10,2019-11-10,,0,0,0,0.4097,Brembo North America,D984E5F8,95,0.05,No failure detected,45.512511,-73.632705,"Montreal, QC",Montreal Nissan Centre,45.5117,-73.5573,8.37,bijus.digital.world@gmail.com,+91 9380636750
1N4AZMB1500642,Leaf,Front Tire,Front Tire,Tires,60k+,1-3yr,2025-04-17,2023-09-17,,0,0,0,0.2674,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,34.121569,-118.162619,"Los Angeles, CA",LA Metro Nissan Center,34.0622,-118.2337,10.28,bijus.digital.world@gmail.com,+91 9380636750
1N4BGMB1000643,Ariya,Gearbox,Gearbox,Transmission,10-30k,3-5yr,2025-03-11,2020-04-11,P0732,1,0,0,0.1042,Aisin AW North America,4FC24710,80,0.2,Solenoid valve sticking causing shift delays,32.838682,-96.807811,"Dallas, TX",Dallas Central Nissan,32.7867,-96.787,6.22,bijus.digital.world@gmail.com,+91 9380636750
1N4AZRF1100644,Leaf,Brake Caliper,Brake Caliper,Brakes,10-30k,3-5yr,2025-01-19,2021-04-19,,0,0,0,0.0771,Brembo North America,D984E5F8,95,0.05,No failure detected,25.713772,-80.223151,"Miami, FL",Miami Beach Nissan,25.7717,-80.1818,7.9,bijus.digital.world@gmail.com,+91 9380636750
1N4BGMJ1500645,Ariya,Clutch,Clutch,Transmission,0-10k,<1yr,2025-03-04,2024-09-04,,0,0,0,0.0127,JATCO North America,BD01AAB5,88,0.12,No failure detected,41.964767,-87.588359,"Chicago, IL",Chicago Downtown Nissan,41.8881,-87.6198,9.2,bijus.digital.world@gmail.com,+91 9380636750
1N4AARF1900646,Sentra,Spare Tire,Spare Tire,Tires,10-30k,<1yr,2025-04-08,2025-02-08,,0,0,0,0.0882,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,33.507319,-112.117243,"Phoenix, AZ",Phoenix Valley Nissan,33.4584,-112.064,8.03,bijus.digital.world@gmail.com,+91 9380636750
1N4AZMK1100647,Leaf,HV Battery,HV Battery,Battery,60k+,3-5yr,2025-06-16,2020-07-16,P0A80,1,1,0,0.99,LG Energy Solution,A1D0557A,92,0.08,Cell degradation due to thermal stress,41.810713,-87.578449,"Chicago, IL",Chicago Downtown Nissan,41.8881,-87.6198,9.74,bijus.digital.world@gmail.com,+91 9380636750
1N4AAMD1800648,Sentra,Brake Rotor,Brake Rotor,Brakes,10-30k,<1yr,2025-01-29,2024-04-29,,0,0,0,0.0224,Akebono Brake Corporation,4AC396F1,82,0.18,No failure detected,33.520472,-112.016883,"Phoenix, AZ",Phoenix Valley Nissan,33.4584,-112.064,8.65,bijus.digital.world@gmail.com,+91 9380636750
1N4BGRF1100649,Ariya,Brake Rotor,Brake Rotor,Brakes,10-30k,3-5yr,2025-05-13,2021-05-13,,0,0,0,0.051,Brembo North America,D984E5F8,95,0.05,No failure detected,25.769808,-80.199368,"Miami, FL",Miami Beach Nissan,25.7717,-80.1818,1.96,bijus.digital.world@gmail.com,+91 9380636750
1N4AZPJ1400650,Leaf,Gearbox,Gearbox,Transmission,0-10k,<1yr,2025-01-06,2024-07-06,,0,0,0,0.0254,JATCO North America,BD01AAB5,88,0.12,No failure detected,36.245936,-115.133133,"Las Vegas, NV",United Nissan,36.1799,-115.1298,7.34,bijus.digital.world@gmail.com,+91 9380636750
1N4AZNF1000651,Leaf,Torque Converter,Torque Converter,Transmission,30-60k,3-5yr,2025-03-11,2020-11-11,,0,0,0,0.0553,ZF Friedrichshafen NA,67A49191,72,0.28,No failure detected,49.327745,-123.069349,"Vancouver, BC",Vancouver Nissan Service,49.2927,-123.1107,6.02,bijus.digital.world@gmail.com,+91 9380636750
1N4BGRB1400652,Ariya,Battery Cable,Battery Cable,Battery,10-30k,1-3yr,2025-01-26,2023-01-26,,0,0,0,0.0642,Envision AESC,BA98DA71,75,0.25,No failure detected,49.28252,-123.20106,"Vancouver, BC",Vancouver Nissan Service,49.2927,-123.1107,10.09,bijus.digital.world@gmail.com,+91 9380636750
1N4AZPJ1500653,Leaf,Brake Caliper,Brake Caliper,Brakes,10-30k,1-3yr,2025-06-19,2022-11-19,,0,0,0,0.0676,Continental Automotive Systems,14B23416,78,0.22,No failure detected,43.587434,-79.449326,"Toronto, ON",Toronto Nissan Centre,43.6632,-79.3732,11.92,bijus.digital.world@gmail.com,+91 9380636750
1N4BGRF1000654,Ariya,Torque Converter,Torque Converter,Transmission,0-10k,<1yr,2025-04-27,2024-09-27,,0,0,0,0.036,ZF Friedrichshafen NA,67A49191,72,0.28,No failure detected,29.738778,-95.304755,"Houston, TX",Houston Central Nissan,29.7704,-95.3598,7.05,bijus.digital.world@gmail.com,+91 9380636750
1N4AAPF1900655,Sentra,Brake Pad,Brake Pad,Brakes,10-30k,<1yr,2025-01-17,2024-07-17,,0,0,0,0.2338,Brembo North America,D984E5F8,95,0.05,No failure detected,42.400641,-70.994756,"Boston, MA",Boston Harbor Nissan,42.3701,-71.0489,6.9,bijus.digital.world@gmail.com,+91 9380636750
1N4AAMD1500656,Sentra,Torque Converter,Torque Converter,Transmission,0-10k,<1yr,2025-02-09,2024-09-09,,0,0,0,0.01,JATCO North America,BD01AAB5,88,0.12,No failure detected,33.53831,-111.987874,"Phoenix, AZ",Phoenix Valley Nissan,33.4584,-112.064,12.25,bijus.digital.world@gmail.com,+91 9380636750
1N4AAPD1300657,Sentra,12V Battery,12V Battery,Battery,10-30k,3-5yr,2025-03-02,2021-01-02,,0,0,0,0.0208,LG Energy Solution,A1D0557A,92,0.08,No failure detected,33.780892,-84.387099,"Atlanta, GA",Atlanta South Nissan,33.759,-84.378,2.63,bijus.digital.world@gmail.com,+91 9380636750
1N4BGPK1100658,Ariya,HV Battery,HV Battery,Battery,30-60k,5+yr,2025-06-11,2019-01-11,P0A80,1,1,0,0.99,LG Energy Solution,A1D0557A,92,0.08,Premature capacity loss from charging cycle wear,34.073101,-118.301718,"Los Angeles, CA",LA Metro Nissan Center,34.0622,-118.2337,7.65,bijus.digital.world@gmail.com,+91 9380636750
1N4BGPB1500659,Ariya,Clutch,Clutch,Transmission,10-30k,1-3yr,2025-03-31,2023-01-31,,0,0,0,0.0126,JATCO North America,BD01AAB5,88,0.12,No failure detected,41.890532,-87.587638,"Chicago, IL",Chicago Downtown Nissan,41.8881,-87.6198,3.58,bijus.digital.world@gmail.com,+91 9380636750
1N4AZNJ1700660,Leaf,Front Tire,Front Tire,Tires,10-30k,1-3yr,2025-03-05,2023-07-05,,0,0,0,0.1042,Bridgestone Americas,18C7AD62,90,0.1,No failure detected,29.827968,-95.347998,"Houston, TX",Houston Central Nissan,29.7704,-95.3598,6.52,bijus.digital.world@gmail.com,+91 9380636750
1N4AZNB1500661,Leaf,Front Tire,Front Tire,Tires,0-10k,<1yr,2025-01-25,2024-09-25,,0,0,0,0.089,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,36.173864,-115.217818,"Las Vegas, NV",United Nissan,36.1799,-115.1298,9.79,bijus.digital.world@gmail.com,+91 9380636750
1N4AZNK1200662,Leaf,Clutch,Clutch,Transmission,60k+,1-3yr,2025-03-21,2023-01-21,,0,0,0,0.0471,JATCO North America,BD01AAB5,88,0.12,No failure detected,42.293614,-71.137459,"Boston, MA",Boston Harbor Nissan,42.3701,-71.0489,12.99,bijus.digital.world@gmail.com,+91 9380636750
1N4AZRA1300663,Leaf,Brake Rotor,Brake Rotor,Brakes,0-10k,1-3yr,2025-04-10,2022-10-10,,0,0,0,0.0205,Akebono Brake Corporation,4AC396F1,82,0.18,No failure detected,39.653795,-105.035525,"Denver, CO",Denver Mountain Nissan,39.7492,-104.9803,12.24,bijus.digital.world@gmail.com,+91 9380636750
